"Modelo","ID do modelo","Tipo de documento","Titular","Usadas","Publicado","Compartilhados"
"01. Janeiro - Feed","EAGryTVAHFU","Post para Instagram","Maple Bear | Comunicação",0,0,0
"8- AGOSTO","EAGryTUBEiU","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"LEGENDAS DE MAIO","EAGryTSoq5E","Doc","Maple Bear | Comunicação",0,0,0
"Posts Fotos - 1080 x 1350","EAGryTSB4rA","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"[Maple Bear Uberaba] Bear Care Drops.pptx","EAGryTRVLHw","Apresentação","Maple Bear | Comunicação",0,0,0
"Moldura Post","EAGryTRJVoE","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Pesquisa FDMP - INSIGHTS_.pdf","EAGryTPDiPI","Capa do app do Hotmart Club","Maple Bear | Comunicação",0,0,0
"10 - OUTUBRO","EAGryTOL7Qs","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"STORY_Carrossel_02_Toronto","EAGryTO4RoQ","Story","Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento - 1080 x 1350 px","EAGryTNfsWA",,"Maple Bear | Comunicação",0,0,0
"08 - AGOSTO","EAGryTMUAu8","1080 x 1350 px","Maple Bear | Comunicação",0,27,0
"Apólice de Treinamentos Acadêmicos - Maple Bear Brasil.pdf","EAGryTKbWOU","Ofício","Maple Bear | Comunicação",0,0,0
" TFR 2024 - Feed Instagram Carrossel","EAGryTJPnpU",,"Maple Bear | Comunicação",0,0,0
"DIA DAS MÃES","EAGryTHQ9t0","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Post - 1080 x 1350","EAGryTG3ai0","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"11 - Dia Internacional das Mulheres e Meninas na Ciência - FEED","EAGryTD0fwU","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Pasta L 2024","EAGryTAM25s",,"Maple Bear | Comunicação",0,0,0
"Performance - Julho","EAGryT4xRh4","Story","Maple Bear | Comunicação",0,0,0
"Orgulho da Nossa História e Compromisso com o Futuro.pdf","EAGryT3lRNI",,"Maple Bear | Comunicação",0,0,0
"Crachá - 105 x 148mm","EAGryT08wog",,"Maple Bear | Comunicação",0,0,0
"Instagram - Post Carrossel 03","EAGrySziBE8","1080 x 1350 px","Maple Bear | Comunicação",0,0,2
"10 - OUTUBRO FEED","EAGrySwC27Q","1080 x 1350 px","Maple Bear | Comunicação",0,21,0
"[Maple Bear Natal] Peace.pdf","EAGrySw1cGI",,"Maple Bear | Comunicação",0,2,0
"Step Up - Layout PPT","EAGrySufj1Y","Apresentação","Maple Bear | Comunicação",0,0,0
"Cópia de LIW 2025 - Modelo PPT","EAGrySrptF8","Apresentação","Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento - 1080 x 1080px","EAGrySqn1IU",,"Maple Bear | Comunicação",0,0,0
"Webinar - Gestão da Comunicação.pdf","EAGrySp84AY","Capa para perfil do Zoom","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGrySoU3kc","Story","Maple Bear | Comunicação",0,1,0
"TFR 2024 - KV","EAGrySlkuRg","Apresentação","Maple Bear | Comunicação",0,1,0
"Webinar Modelo","EAGrySkq7BE","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Halloween Solidário - Livreto Histórias - 20x14cm - Frente e Verso","EAGrySgzTvs",,"Maple Bear | Comunicação",0,0,0
"Processos de secretaria .docx.pdf","EAGrySeson8","Catálogo","Maple Bear | Comunicação",0,1,0
"Instagram Stories - 1080 x 1920 px","EAGrySdmCgg","Story","Maple Bear | Comunicação",0,0,0
"FEED 1080_Carrossel_04_New_Brunswick","EAGryScp62M",,"Maple Bear | Comunicação",0,0,0
"Instagram - Post 05","EAGrySc9-J8","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Recebimentos Antecipados - Tratamento Contábil e Impostos.docx","EAGrySaMpw0","Doc","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1920 px","EAGrySZupjQ","Story","Maple Bear | Comunicação",0,0,0
"Outdoor - 9x3m","EAGrySZGDkM",,"Maple Bear | Comunicação",0,0,0
"Bear Games.pdf","EAGrySXrweQ",,"Maple Bear | Comunicação",0,0,0
"[Maple Bear São Luís] Metodologia de Acompanhamento.pptx","EAGrySWfELo","Apresentação","Maple Bear | Comunicação",0,0,0
"FEED_MB_Páscoa","EAGrySWEywk","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 01","EAGrySU_wTY","Story","Maple Bear | Comunicação",0,0,0
"Magazine Ad - 214mm x 285mm 2024","EAGrySRZQ1o",,"Maple Bear | Comunicação",0,0,0
"Encontro 25 de Março - Story","EAGrySROVH8","Story","Maple Bear | Comunicação",0,0,0
"Flashcards ECE - A5","EAGrySQiUlQ","A5 (paisagem)","Maple Bear | Comunicação",0,2,1
"21 - Dia Internacional da Síndrome de Down","EAGrySQWaOM","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Instagram - Stories 05","EAGrySP_320","Story","Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGrySOwjSE","Story","Maple Bear | Comunicação",0,0,0
"[Maple Bear Barra da Tijuca] Suporte inclusivo e otimização de processos.pptx","EAGrySOZC2I","Apresentação","Maple Bear | Comunicação",0,0,0
"Origami Chinook 2 - 1080x1350px","EAGrySMoziY","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGrySKfO0k","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Post - 1080 x 1350 px","EAGrySKbI9w",,"Maple Bear | Comunicação",0,0,0
"Posts Instagram 1080 x 1350","EAGrySHEEhc",,"Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 1","EAGrySFPgNE","Story","Maple Bear | Comunicação",0,0,0
"Stories - 1080 x 1920","EAGrySF2giI",,"Maple Bear | Comunicação",0,0,0
"Stories - 1080 x 1920","EAGrySBrH30","Story","Maple Bear | Comunicação",0,0,0
"Carrossel_01 - FEED","EAGrySBIS7w",,"Maple Bear | Comunicação",0,0,0
"Stories - 1080 x 1920","EAGryS9r6Yg","Story","Maple Bear | Comunicação",0,0,0
"Peças_Estáticas - STORY","EAGryS6cQsM","Story","Maple Bear | Comunicação",0,0,0
"FEED_Arraial_Maple_Bear_Edit","EAGryS5xhSA","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"TFR - Mochila - 35 x 40 cm","EAGryS5vJFc",,"Maple Bear | Comunicação",0,0,0
"FEED_Carrossel_04_New_Brunswick","EAGryS5InWA","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"6- JUNHO","EAGryS4vQpM","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Instagram - Stories Carrossel 03","EAGryS2l8GQ","Story","Maple Bear | Comunicação",0,0,0
"FEED_Carrossel_01","EAGryS2L3MA","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Stories","EAGryS1GoG4",,"Maple Bear | Comunicação",0,0,0
"Como Usar a Campanha MB e Trazer Resultados Reais","EAGryRyrjsE",,"Maple Bear | Comunicação",0,0,0
"Stories Instagram - 1080 x 1920","EAGryRyWobs","Story","Maple Bear | Comunicação",0,0,0
"ABRIL","EAGryRxjA40","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Performance - Estáticas","EAGryRwFuS0","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"SLM+ 3X - Contagem Regressiva - 1080 x 1080px","EAGryRvka5k","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Contrato de Aluguel.docx","EAGryRvT3HI","Doc","Maple Bear | Comunicação",0,0,0
"Livreto Brinde - 10 x 10cm","EAGryRtcNjs",,"Maple Bear | Comunicação",0,0,0
"Comunicado Famílias","EAGryRru82U","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGryRqoPDg","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Régua de Relacionamento - 1080 x 1350","EAGryRphlsc","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"STORY_MB_Dia_das_Crianças_Doações","EAGryRpbB5c","Story","Maple Bear | Comunicação",0,0,0
"04 - ABRIL","EAGryRoe_aI",,"Maple Bear | Comunicação",0,0,0
"EM ALTERAÇÃO - Assinatura de Email","EAGryRnrvHI",,"Maple Bear | Comunicação",0,0,0
"TFR 2024 - Stories Instagram","EAGryRn3e3Y","Story","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1350px","EAGryRkFLkE",,"Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento","EAGryRhaCqg","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"600x400px_Headers_emkt","EAGryRfN9qs",,"Maple Bear | Comunicação",0,0,0
"Banner Menor - 80 x 120cm","EAGryRevNhs",,"Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 01","EAGryRekd3g","Story","Maple Bear | Comunicação",0,0,0
"Instagram - Stories 04","EAGryRdvnM4","Story","Maple Bear | Comunicação",0,0,0
"Polos e Datas de Gravação","EAGryRcA-pw","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"FEED 1080_Carrossel_01","EAGryRbL6vc",,"Maple Bear | Comunicação",0,0,0
"Halloween Solidário - Stories - KV","EAGryRaMiXc","Story","Maple Bear | Comunicação",0,0,0
"DIA DA ESCOLA","EAGryRYaaa8","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Colouring Book A4","EAGryRY6AE4",,"Maple Bear | Comunicação",0,0,0
"11 - Dia Internacional das Mulheres e Meninas na Ciência - STORY","EAGryRWneGM","Story","Maple Bear | Comunicação",0,0,0
"Calendário Escolar 2024","EAGryRU8Ets","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Condição Especial - Stories - 1080 x 1920px","EAGryRU5e7k","Story","Maple Bear | Comunicação",0,0,0
"Performance - Agosto","EAGryRTTtF4","Story","Maple Bear | Comunicação",0,0,0
"Depoimento - Sophia ","EAGryRSLX5I","Vídeo para dispositivos móveis","Maple Bear | Comunicação",0,0,0
"1080x1080 - Novembro","EAGryRPNf9M",,"Maple Bear | Comunicação",0,0,0
"organograma.pptx","EAGryRNye4A","Apresentação","Maple Bear | Comunicação",0,0,0
"Manual Gestão de Ponto.docx","EAGryRLZFf8","Doc","Maple Bear | Comunicação",0,0,0
"Rematrícula ","EAGryRKBbIk","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",0,0,0
"TFR - Mídia Off - 1344 x 576px","EAGryRHtc-8",,"Maple Bear | Comunicação",0,0,0
"22 - Dia da Água ","EAGryRHGPX8","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 1","EAGryRGo4Q0","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Moldura Post - 1080 x 1350 px","EAGryRFAMvI",,"Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 2","EAGryRDczsQ","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"11 - Dia das Mães","EAGryR9FvKs","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Linha de crédito para Investimentos.pdf","EAGryR6WHCE","Catálogo","Maple Bear | Comunicação",0,0,0
"Love Brand se Constrói. E se Mantém.pdf","EAGryR6AsP8",,"Maple Bear | Comunicação",0,0,0
"11 - Dia Internacional das Mulheres e Meninas na Ciência - REELS","EAGryR65VFs","Story","Maple Bear | Comunicação",0,0,0
"Performance - Junho","EAGryR5vWm0","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGryR5LeLg","Apresentação","Maple Bear | Comunicação",0,3,0
"Atributos da Marca: Nova Campanha.pdf","EAGryR4-V4M",,"Maple Bear | Comunicação",0,0,0
"Posts - 1080 x 1080","EAGryR3j0HE","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGryR3XTd4",,"Maple Bear | Comunicação",0,0,0
"Carrossel Editável - 1080 x 1350","EAGryR2tTa4","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Cards - Emotions - A6","EAGryR1k4Ws",,"Maple Bear | Comunicação",0,0,0
"10 - OUTUBRO STORY","EAGryQzUWoQ","Story","Maple Bear | Comunicação",0,21,0
"[Maple Bear Mogiana] Crescimento e fidelização.pdf","EAGryQxtEug",,"Maple Bear | Comunicação",0,0,0
"Legenda Lançamento","EAGryQxmKXY","Doc","Maple Bear | Comunicação",0,0,0
"Cópia de STORY_Carrossel_02_Toronto","EAGryQuC_Rg","Story","Maple Bear | Comunicação",0,0,0
"Instagram - Stories Carrossel 02","EAGryQr0RJY","Story","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGryQqR2WI","Anúncio para feed","Maple Bear | Comunicação",0,2,0
"Moldura Feed - 1080x1080px","EAGryQpXK_0","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Layout Apresentação - 1920 x 1080 px","EAGryQoo0U8","Apresentação","Maple Bear | Comunicação",0,2,0
"MAPLE BEAR SUMMER CAMP 2024 (1).pptx","EAGryQnzGQw","Apresentação","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 01","EAGryQm5ENU",,"Maple Bear | Comunicação",0,1,0
"Stories - Estáticas","EAGryQjOpHk","Story","Maple Bear | Comunicação",0,0,0
"Elemidia 15’’ - Legendado Editável","EAGryQhy57E","Vídeo","Maple Bear | Comunicação",0,0,0
"Pasta L - Capa Editável","EAGryQefLbw",,"Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 02","EAGryQeOuCg","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up - 1080 x 1920 px","EAGryQcc_UI","Story","Maple Bear | Comunicação",0,0,0
"Banner Maior - 120 x 180cm","EAGryQ_QzLA",,"Maple Bear | Comunicação",0,0,0
"Cópia de Onboarding Marketing Maple Bear ","EAGryQ_-_ds","Apresentação","Maple Bear | Comunicação",0,0,0
"Como se inscrever?","EAGryQYIoi0","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Livreto Brinde - 10 x 10cm","EAGryQXlYh4",,"Maple Bear | Comunicação",0,0,0
"10 - OUTUBRO","EAGryQXcWyM",,"Maple Bear | Comunicação",0,0,1
"1- JANEIRO","EAGryQUO2Oo","Post para Instagram","Maple Bear | Comunicação",0,0,0
"01 - Condição Especial - Janeiro","EAGryQTz8GI","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Posts - 1080 x 1080","EAGryQSH0UI",,"Maple Bear | Comunicação",0,0,0
"02 - FEVEREIRO","EAGryQRZqKQ","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Banner Menor - 80 x 120cm","EAGryQQjWFI",,"Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento - 1080 x 1350 px","EAGryQQGkZU",,"Maple Bear | Comunicação",0,0,0
"Ficha","EAGryQMqATo",,"Paula Kopczynski",0,0,0
"Cópia de PAPEL TIMBRADO","EAGryQMjd0s","Documento (A4)","Maple Bear | Comunicação",0,0,0
"Feed Editável - 1080 x 1350","EAGryQKoXjo","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"FEED 1080_Carrossel_06_Londres","EAGryQKCM30",,"Maple Bear | Comunicação",0,0,0
"Instagram - Post 03","EAGryQIPS6s","1080 x 1350 px","Maple Bear | Comunicação",0,11,0
"Régua de Aquecimento - 1080 x 1080","EAGryQGZDgk","Post para Instagram","Maple Bear | Comunicação",0,0,0
"CAPA - Depoimento Summer Camp 2025 - Bruna ","EAGryQGS3oQ","Story","Maple Bear | Comunicação",0,0,0
"Instagram - Stories 04","EAGryQExDUg","Story","Maple Bear | Comunicação",0,0,0
"Régua de Follow Up","EAGryQCF4CY","Post para Instagram","Maple Bear | Comunicação",0,0,0
"STORY_Carrossel_01","EAGryQ8Mp7o","Story","Maple Bear | Comunicação",0,0,0
"03 - Condição Especial - Março - Abril - Maio - Junho","EAGryQ7i5hQ","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Instagram - Stories 03","EAGryQ7fD80","Story","Maple Bear | Comunicação",0,0,0
"04 - ABRIL","EAGryQ6y6KA",,"Maple Bear | Comunicação",0,0,0
"Lançamento do Casting","EAGryQ5Gfas",,"Maple Bear | Comunicação",0,0,0
"Estáticas - Feed","EAGryQ4dBV4",,"Maple Bear | Comunicação",0,0,0
"Atividades ECE - A4","EAGryQ4GGxY","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Maple Bear Petrolina - Do 0 aos 268 alunos ","EAGryQ3w74U",,"Maple Bear | Comunicação",0,0,0
"After school .pdf","EAGryQ2RO3M","Catálogo","Maple Bear | Comunicação",0,0,0
"QA e Testes Institucionais - o Trabalho com Dados nas Escolas MB","EAGryQ1jxeA",,"Maple Bear | Comunicação",0,0,0
"Carrossel - Feed","EAGryQ14TGc",,"Maple Bear | Comunicação",0,0,0
"Livreto ECE - A5","EAGryQ0jpbc","A5","Maple Bear | Comunicação",0,0,0
"20 - Dia da Felicidade ","EAGryQ-LETI","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"12. Dezembro - Feed","EAG4sHUv-q8","Post para Instagram","Maple Bear | Comunicação",0,0,0
"Modelo excluído","EAG3xqTE6Ag",,,,,
"","EAG3vG-be_s","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Feed - Art Fair 2025","EAG3rdSgBdM","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Atividades ELE - A4","EAG1spmQXSY","A4 (horizontal)","Joao Felipe Gutierrez de Freitas",0,0,0
"Summer Camp 2026 - Cartaz A5 ","EAG1auUHgA0","A5","Maple Bear | Comunicação",0,0,0
"Summer Camp 2026 - Email Marketing","EAG1aX4IoQE",,"Maple Bear | Comunicação",0,0,0
"Summer Camp 2026 - KV","EAG1aRF_AvI","Apresentação","Maple Bear | Comunicação",0,0,0
"Summer Camp 2026 - Cartaz A4","EAG1aQoiGA4","Panfleto (A4)","Maple Bear | Comunicação",0,0,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAG1OQGe6lU","Apresentação","Maple Bear | Comunicação",0,1,2
"MATERIAL ESPORTES.pdf","EAG1BXxtsBA","A4","Maple Bear | Comunicação",0,0,0
"MATERIAL ESPORTES.pdf","EAG1BVfnkb0","A4","Maple Bear | Comunicação",0,0,0
"Post 01.10","EAG0lQN5FFU","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Vídeo 24.10","EAG0fkAAS1k",,"Maple Bear | Comunicação",0,0,0
"Capa 12.10","EAG0fk6UWJQ","Story","Maple Bear | Comunicação",0,0,0
"Capa 15.10","EAG0fifGnp4","Story","Maple Bear | Comunicação",0,0,0
"TH - Layout Apresentação - 1920 x 1080 px","EAG0G_PyR_U","Apresentação","Maple Bear | Comunicação",0,0,0
"Cópia de Fundos para Reunião","EAG0G0J1zwg",,"Maple Bear | Comunicação",0,0,0
"04. Dia da Natureza","EAG0A-ql0us","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Modelo excluído","DAGPEF_H94g",,,,,
"Modelo excluído","DAGJDFhVYWY",,,,,
"Modelo excluído","DAGFS97U_os",,,,,
"Modelo excluído","DAFwVdNfApQ",,,,,
